Date,Actual,Predict
2016-05-20 8:00,510,510.078125
2016-05-20 9:00,720,720.0
2016-05-20 10:00,470,470.0
2016-05-20 11:00,460,460.15625
2016-05-20 12:00,440,440.0
2016-05-20 13:00,430,430.078125
2016-05-20 14:00,360,360.0
2016-05-20 15:00,350,350.0
2016-05-20 16:00,260,260.0
2016-05-20 17:00,350,350.0
2016-05-20 18:00,450,450.0
2016-05-20 19:00,450,450.0
2016-05-20 20:00,390,390.0
2016-05-20 21:00,420,420.0
2016-05-20 22:00,360,360.0
2016-05-20 23:00,330,330.0
2016-05-21 0:00,260,260.0
2016-05-21 1:00,310,310.0
2016-05-21 2:00,310,310.0
2016-05-21 3:00,320,320.0
2016-05-21 4:00,310,310.0
2016-05-21 5:00,350,350.0
2016-05-21 6:00,290,290.0
2016-05-21 7:00,390,390.0
2016-05-21 8:00,340,340.0
2016-05-21 9:00,1270,1268.4375
2016-05-21 10:00,2030,2038.046875
2016-05-21 11:00,2140,2130.859375
2016-05-21 12:00,2750,2798.828125
2016-05-21 13:00,1180,1178.828125
2016-05-21 14:00,2200,2175.390625
2016-05-21 15:00,1980,1955.0
2016-05-21 16:00,1900,1902.734375
2016-05-21 17:00,610,609.921875
2016-05-21 18:00,600,600.0
2016-05-21 19:00,710,710.0
2016-05-21 20:00,650,650.078125
2016-05-21 21:00,560,560.0
2016-05-21 22:00,800,795.703125
2016-05-21 23:00,420,420.0
2016-05-22 0:00,880,877.5
2016-05-22 1:00,350,350.0
2016-05-22 2:00,340,340.0
2016-05-22 3:00,310,310.0
2016-05-22 4:00,330,330.0
2016-05-22 5:00,330,330.0
2016-05-22 6:00,290,290.0
2016-05-22 7:00,360,360.0
2016-05-22 8:00,380,380.0
2016-05-22 9:00,1200,1199.21875
2016-05-22 10:00,640,640.078125
2016-05-22 11:00,1490,1490.234375
2016-05-22 12:00,1890,1898.4375
2016-05-22 13:00,670,669.6875
2016-05-22 14:00,630,630.0
2016-05-22 15:00,620,619.921875
2016-05-22 16:00,580,580.15625
2016-05-22 17:00,650,650.0
2016-05-22 18:00,1510,1508.59375
2016-05-22 19:00,700,699.921875
2016-05-22 20:00,560,560.0
2016-05-22 21:00,700,699.921875
2016-05-22 22:00,520,520.0
2016-05-22 23:00,450,450.0
2016-05-23 0:00,360,360.0
2016-05-23 1:00,340,340.0
2016-05-23 2:00,310,310.0
2016-05-23 3:00,350,350.0
2016-05-23 4:00,310,310.0
2016-05-23 5:00,340,340.0
2016-05-23 6:00,370,370.0
2016-05-23 7:00,360,360.0
2016-05-23 8:00,330,330.0
2016-05-23 9:00,320,320.0
2016-05-23 10:00,320,320.0
2016-05-23 11:00,310,310.0
2016-05-23 12:00,330,330.0
2016-05-23 13:00,380,380.0
2016-05-23 14:00,350,350.0
2016-05-23 15:00,360,360.0
2016-05-23 16:00,440,439.921875
2016-05-23 17:00,1140,1142.65625
2016-05-23 18:00,2170,2166.171875
2016-05-23 19:00,750,748.4375
2016-05-23 20:00,660,660.390625
2016-05-23 21:00,600,600.0
2016-05-23 22:00,390,390.0
2016-05-23 23:00,390,390.0
2016-05-24 0:00,340,340.0
2016-05-24 1:00,290,290.0
2016-05-24 2:00,350,350.0
2016-05-24 3:00,320,320.0
2016-05-24 4:00,320,320.0
2016-05-24 5:00,360,360.0
2016-05-24 6:00,620,620.0
2016-05-24 7:00,450,450.078125
2016-05-24 8:00,940,941.09375
2016-05-24 9:00,310,310.0
2016-05-24 10:00,260,260.0
2016-05-24 11:00,430,430.0
2016-05-24 12:00,690,690.15625
2016-05-24 13:00,710,710.078125
2016-05-24 14:00,750,748.59375
2016-05-24 15:00,910,908.4375
2016-05-24 16:00,830,832.890625
2016-05-24 17:00,860,861.25
2016-05-24 18:00,1330,1327.8125
2016-05-24 19:00,670,669.53125
2016-05-24 20:00,750,748.4375
2016-05-24 21:00,540,540.0
2016-05-24 22:00,440,439.921875
2016-05-24 23:00,380,380.0
2016-05-25 0:00,340,340.0
2016-05-25 1:00,310,310.0
2016-05-25 2:00,330,330.0
2016-05-25 3:00,320,320.0
2016-05-25 4:00,300,300.0
2016-05-25 5:00,340,340.0
2016-05-25 6:00,300,300.0
2016-05-25 7:00,370,370.0
2016-05-25 8:00,390,390.0
2016-05-25 9:00,530,530.0
2016-05-25 10:00,490,490.0
2016-05-25 11:00,480,480.0
2016-05-25 12:00,300,300.0
2016-05-25 13:00,350,350.0
2016-05-25 14:00,460,460.078125
2016-05-25 15:00,480,480.0
2016-05-25 16:00,490,490.0
2016-05-25 17:00,1370,1375.078125
2016-05-25 18:00,740,741.40625
2016-05-25 19:00,960,960.3125
2016-05-25 20:00,700,700.078125
2016-05-25 21:00,1100,1104.21875
2016-05-25 22:00,320,320.0
2016-05-25 23:00,330,330.0
2016-05-26 0:00,310,310.0
2016-05-26 1:00,330,330.0
2016-05-26 2:00,320,320.0
2016-05-26 3:00,310,310.0
2016-05-26 4:00,330,330.0
2016-05-26 5:00,310,310.0
2016-05-26 6:00,340,340.0
2016-05-26 7:00,390,390.0
2016-05-26 8:00,880,876.953125
2016-05-26 9:00,680,680.078125
2016-05-26 10:00,1910,1908.359375
2016-05-26 11:00,1330,1327.34375
2016-05-26 12:00,1650,1646.796875
2016-05-26 13:00,1130,1121.015625
2016-05-26 14:00,450,450.0
2016-05-26 15:00,390,390.0
2016-05-26 16:00,440,439.921875
2016-05-26 17:00,3200,3201.171875
2016-05-26 18:00,2470,2463.125
2016-05-26 19:00,1370,1376.171875
2016-05-26 20:00,1170,1171.171875
2016-05-26 21:00,550,550.0
2016-05-26 22:00,430,430.0
2016-05-26 23:00,410,410.0
2016-05-27 0:00,390,390.0
2016-05-27 1:00,360,360.0
2016-05-27 2:00,330,330.0
2016-05-27 3:00,320,320.0
2016-05-27 4:00,350,350.0
2016-05-27 5:00,350,350.0
2016-05-27 6:00,340,340.0
2016-05-27 7:00,380,380.0
2016-05-27 8:00,980,980.3125
2016-05-27 9:00,510,510.078125
2016-05-27 10:00,1720,1717.5
2016-05-27 11:00,1400,1392.890625
2016-05-27 12:00,1930,1910.3125
2016-05-27 13:00,1220,1219.6875
2016-05-27 14:00,1410,1405.78125
2016-05-27 15:00,480,480.0
2016-05-27 16:00,500,500.078125
2016-05-27 17:00,820,820.46875
2016-05-27 18:00,1400,1393.359375
